"簡単な漢字が読めなくて、恥ずかしいです。","簡単[かんたん]な 漢字[かんじ]が 読[よ]めなくて、 恥[は]ずかしいです。","""I'm embarassed that I can't read simple kanji.<br><br>恥[は]ずかしい - embarassing, shameful""","Me avergüenza no poder leer un simple kanji.<br><br>恥[は]ずかしい - vergonzoso, vergonzoso","[sound:JLPT_Tango_N4_0832.mp3]","","単語N4"
"A「田中さんの家に１０００万円の皿があるそうですよ。」<br>B「えー、それはびっくりですね。」","A「 田中[たなか]さんの 家[いえ]に１０００ 万[まん] 円[えん]の 皿[さら]があるそうですよ。」 <br>B「えー、それはびっくりですね。」","""A: I hear there is a 10,000,000-yen plate at Tanaka-san's house.<br>B: What? That's a surprise!<br><br>びっくり＜する＞ - surprise""","A: He oído que hay un plato de 10.000.000 de yenes en casa de Tanaka-san.<br>B: ¿Qué? ¡Eso es una sorpresa! <br><br>びっくり＜する＞ - sorpresa","[sound:JLPT_Tango_N4_0833.mp3]","","単語N4"
"夜中に道で大きな声がして、驚きました。","夜中[よなか]に 道[みち]で 大[おお]きな 声[こえ]がして、 驚[おどろ]きました。","I was surprised by a loud voice on the street in the middle of the night.<br><br>驚[おどろ]く - to be surprised, to be astonished","Me sorprendió una voz fuerte en la calle en medio de la noche.<br><br>驚[おどろ]く - sorprenderse, asombrarse","[sound:JLPT_Tango_N4_0834.mp3]","","単語N4"
"父は怒ると、顔が赤くなります。","父[ちち]は 怒[おこ]ると、 顔[かお]が 赤[あか]くなります。","When my father gets angry, his face turns red.<br><br>怒[おこ]る - to get angry","Cuando mi padre se enfada, su cara se pone roja.<br><br>怒[おこ]る - enfadarse","[sound:JLPT_Tango_N4_0835.mp3]","","単語N4"
"早起きした日は気分がいいです。","早起[はやお]きした 日[ひ]は 気分[きぶん]がいいです。","On day when I wake up early, my mood is good.<br><br>気分[きぶん] - mood, feeling","El día que me despierto temprano, mi estado de ánimo es bueno.<br><br>気分[きぶん] - estado de ánimo, sentimiento","[sound:JLPT_Tango_N4_0836.mp3]","","単語N4"
"今朝から気分が悪いです。","今朝[けさ]から 気分[きぶん]が 悪[わる]いです。","""I've been feeling bad since this morning.<br><br>気分[きぶん]が 悪[わる]い - bad mood<br><br>Used when one is not feeling well, or if something bad or unsettling has happened""","Me siento mal desde esta mañana.<br><br>気分[きぶん]が[わる[い 悪[わる]い - mal humor<br><br>Se utiliza cuando uno no se siente bien, o si ha ocurrido algo malo o inquietante","[sound:JLPT_Tango_N4_0837.mp3]","","単語N4"
"体も心も健康です。","体[からだ]も 心[こころ]も 健康[けんこう]です。","My body and my mind are healthy.<br><br>心[こころ] - heart, mind, spirit","Mi cuerpo y mi mente están sanos.<br><br>心[こころ] - corazón, mente, espíritu","[sound:JLPT_Tango_N4_0838.mp3]","","単語N4"
"ストレスがない人は居ません。","ストレスがない 人[ひと]は 居[い]ません。","There is no one who is without stress.<br><br>ストレス - stress","No hay nadie que no tenga estrés.<br><br>ストレス - estrés","[sound:JLPT_Tango_N4_0839.mp3]","","単語N4"
"時々ホームシックで泣いています。","時々[ときどき]ホームシックで 泣[な]いています。","Sometimes I get homesick and cry.<br><br>ホームシック - homesick","A veces me da nostalgia y lloro.<br><br>ホームシック - nostalgia","[sound:JLPT_Tango_N4_0840.mp3]","","単語N4"
"宿題を明日必ず持ってきて下さい。","宿題[しゅくだい]を 明日[あした] 必[かなら]ず 持[も]ってきて 下[くだ]さい。","Please be sure to bring your homework tomorrow.<br><br>必[かなら]ず - absolutely, be sure to ~","Por favor, asegúrate de traer tus deberes mañana.<br><br>[必[かなら]ず - absolutamente, asegúrese de ~","[sound:JLPT_Tango_N4_0841.mp3]","","単語N4"
"頑張れば、きっと合格出来るでしょう。","頑張[がんば]れば、きっと 合格[ごうかく] 出来[でき]るでしょう。","""If you do your best, I'm sure you'll pass.<br><br>きっと - surely""","Si te esfuerzas, seguro que apruebas.<br><br>きっと - seguramente","[sound:JLPT_Tango_N4_0842.mp3]","","単語N4"
"ポスターをしっかり貼って下さい。","ポスターをしっかり 貼[は]って 下[くだ]さい。","Please hang the poster securely.<br><br>しっかり（と）＜する＞ - tightly, firmly, strongly","Por favor, cuelgue el póster de forma segura.<br><br>しっかり（と）＜する＞ - con fuerza, con firmeza, con fuerza","[sound:JLPT_Tango_N4_0843.mp3]","","単語N4"
"本は本棚にきちんと返して下さい。","本[ほん]は 本棚[ほんだな]にきちんと 返[かえ]して 下[くだ]さい。","Please put the books back neatly on the bookshelf.<br><br>きちんと＜する＞ - neatly, accurately","Por favor, pon los libros en su sitio en la estantería.<br><br>きちんと＜する＞ - con cuidado, con precisión","[sound:JLPT_Tango_N4_0844.mp3]","","単語N4"
"トイレを出たら、ちゃんと電気を消しましょう。","トイレを 出[で]たら、ちゃんと 電気[でんき]を 消[け]しましょう。","Be sure to turn off the light when you leave the bathroom.<br><br>ちゃんと＜する＞ - properly<br><br>Used primarily in conversation","Asegúrese de apagar la luz cuando salga del baño.<br><br>ちゃんと＜する＞ - correctamente<br><br>Se utiliza principalmente en la conversación","[sound:JLPT_Tango_N4_0845.mp3]","","単語N4"
"明日の試合は絶対に勝ちたいです。","明日[あした]の 試合[しあい]は 絶対[ぜったい]に 勝[か]ちたいです。","I absolutely want to win the match tomorrow.<br><br>絶対[ぜったい]（に） - absolutely","Quiero absolutamente ganar el partido mañana.<br><br>絶対[ぜったい]（に） - absolutamente","[sound:JLPT_Tango_N4_0846.mp3]","","単語N4"
"日本へ来る時は是非私に連絡して下さい。","日本[にほん]へ 来[く]る 時[とき]は 是非[ぜひ] 私[わたし]に 連絡[れんらく]して 下[くだ]さい。","Please be certain to contact me when you come to Japan.<br><br>是非[ぜひ] - certainly, without fail","Por favor, asegúrese de ponerse en contacto conmigo cuando venga a Japón.<br><br>是非[ぜひ] - ciertamente, sin falta","[sound:JLPT_Tango_N4_0847.mp3]","","単語N4"
"台風が来ますから、出来るだけ早く帰りましょう。","台風[たいふう]が 来[き]ますから、 出来[でき]るだけ 早[はや]く 帰[かえ]りましょう。","A typhoon is coming, so please try to go home as soon as possible.<br><br>出来[でき]るだけ - as much as possible","Un tifón se aproxima, así que por favor traten de ir a casa lo antes posible.<br><br>出来[でき]るだけ - tanto como sea posible","[sound:JLPT_Tango_N4_0848.mp3]","","単語N4"
"晴れた日は富士山がはっきり見えます。","晴[は]れた 日[ひ]は 富士山[ふじさん]がはっきり 見[み]えます。","On clear days, Mt. Fuji can be seen clearly.<br><br>はっきり（と）＜する＞ - clearly","En días claros, el Monte Fuji se puede ver claramente.<br><br>（と）＜する＞ - claramente","[sound:JLPT_Tango_N4_0849.mp3]","","単語N4"
"随分日本語が上手に成りましたね。","随分[ずいぶん] 日本語[にほんご]が 上手[じょうず]に 成[な]りましたね。","""You've gotten quite good at Japanese.<br><br>随分[ずいぶん]（と） - fairly, quite""","Te has vuelto bastante bueno en japonés.<br><br>随分[ずいぶん]（と） - bastante, bastante","[sound:JLPT_Tango_N4_0850.mp3]","","単語N4"
"あのフランス料理の店はかなり高そうです。","あのフランス 料理[りょうり]の 店[みせ]はかなり 高[たか]そうです。","That French restaurant looks pretty expensive.<br><br>かなり - pretty, quite","Ese restaurante francés parece bastante caro.<br><br>かなり - bonito, bastante","[sound:JLPT_Tango_N4_0851.mp3]","","単語N4"
"日本人の考え方が大分わかってきました。","日本人[にほんじん]の 考[かんが]え 方[かた]が 大分[だいぶ]わかってきました。","""I've come to largely understand the Japanese people's way of thinking.<br><br>大分[だいぶ] - largely""","He llegado a comprender en gran medida la forma de pensar de los japoneses.<br><br>大分[だいぶ] - en gran medida","[sound:JLPT_Tango_N4_0852.mp3]","","単語N4"
"もっと頑張らないと、合格出来ませんよ。","もっと 頑張[がんば]らないと、 合格[ごうかく] 出来[でき]ませんよ。","""You won't be able to pass if you don't try harder.<br><br>もっと - more, ~er""","No podrás aprobar si no te esfuerzas más.<br><br>もっと - más, ~er","[sound:JLPT_Tango_N4_0853.mp3]","","単語N4"
"レポートは大体終わりました。","レポートは大体[だいたい] 終[お]わりました。","El informe está casi terminado.<br><br>大体[だいたい] - mayormente","The report is mostly finished.<br><br>大体[だいたい] - mostly","[sound:JLPT_Tango_N4_0854.mp3]","","単語N4"
"休みの日は大抵家に居ます。","休[やす]みの 日[ひ]は 大抵[たいてい] 家[いえ]に 居[い]ます。","On my days off, I usually stay at home.<br><br>大抵[たいてい] - usually","En mis días libres, suelo quedarme en casa.<br><br>大抵[たいてい] - normalmente","[sound:JLPT_Tango_N4_0855.mp3]","","単語N4"
"たまに近所のレストランへ行きます。","たまに 近所[きんじょ]のレストランへ 行[い]きます。","Occasionally, I go to restaurants in the neighborhood.<br><br>たまに - occasionally","Ocasionalmente, voy a restaurantes del barrio.<br><br>たまに - ocasionalmente","[sound:JLPT_Tango_N4_0856.mp3]","","単語N4"
"日本語のニュースが全然分かりませんでした。","日本語[にほんご]のニュースが 全然[ぜんぜん] 分[わ]かりませんでした。","""I don't understand Japanese news at all.<br><br>全然[ぜんぜん] - (not) at all, completely""","No entiendo las noticias japonesas en absoluto.<br><br>全然[ぜんぜん] - (no) en absoluto, completamente","[sound:JLPT_Tango_N4_0857.mp3]","","単語N4"
"この絵には決して触らないで下さい。","この 絵[え]には 決[けっ]して 触[さわ]らないで 下[くだ]さい。","""Please don't ever touch this painting.<br><br>決[けっ]して - never, absolutely (not)""","Por favor, no toques nunca este cuadro.<br><br>決[けっ]して - nunca, absolutamente (no)","[sound:JLPT_Tango_N4_0858.mp3]","","単語N4"
"日本語のニュースはちっとも分かりません。","日本語[にほんご]のニュースはちっとも 分[わ]かりません。","""I don't understand Japanese news even a little bit.<br><br>ちっとも - not even a little<br><br>Used primarily in conversation.""","No entiendo las noticias japonesas ni siquiera un poco.<br><br>ちっとも - ni siquiera un poco<br><br>Se utiliza principalmente en la conversación.","[sound:JLPT_Tango_N4_0859.mp3]","","単語N4"
"漢字を勉強したのに、殆ど忘れました。","漢字[かんじ]を 勉強[べんきょう]したのに、 殆[ほとん]ど 忘[わす]れました。","""Even though I studied kanji, I've mostly forgotten it.<br><br>殆[ほとん]ど - mostly""","Aunque he estudiado kanji, lo he olvidado en su mayor parte.<br><br>殆[ほとん]ど - sobre todo","[sound:JLPT_Tango_N4_0861.mp3]","","単語N4"
"雪でバスが中々来ません。","雪[ゆき]でバスが 中々[なかなか] 来[き]ません。","""Buses aren't really running due to the snow<br><br>中[なか]々 - considerably, rather, (not) really""","Los autobuses no están realmente en marcha debido a la nieve<br><br>中[なか]々 - considerablemente, más bien, (no) realmente","[sound:JLPT_Tango_N4_0862.mp3]","","単語N4"
"午後急に空が暗くなりました。","午後[ごご] 急[きゅう]に 空[そら]が 暗[くら]くなりました。","The sky suddenly got dark in the afternoon.<br><br>急[きゅう]に - suddenly","El cielo se oscureció de repente por la tarde.<br><br>急[きゅう]に - de repente","[sound:JLPT_Tango_N4_0863.mp3]","","単語N4"
"暫くお待ち下さい。","暫[しばら]くお 待[ま]ち 下[くだ]さい。","Please wait a bit.<br><br>暫[しばら]く - for a while, for a bit","Por favor, espere un poco.<br><br>暫[しばら]く - por un rato, por un rato","[sound:JLPT_Tango_N4_0864.mp3]","","単語N4"
